"G","Date","Tm","X","Opp","Result","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","Player","RSorPO"
8,"2007-11-16","LAL","","DET","W",1,"36:53",6,18,0.33,2,4,0.5,5,5,1,0,4,4,7,1,0,2,2,19,13.1,"Kobe Bryant","Regular Season"
9,"2007-11-18","LAL","","CHI","W",1,"32:21",6,16,0.38,0,2,0,6,7,0.86,0,5,5,3,3,0,4,1,18,11,"Kobe Bryant","Regular Season"
10,"2007-11-20","LAL","@","IND","W",1,"31:05",8,16,0.5,5,9,0.56,11,11,1,0,6,6,4,1,0,2,3,32,26.4,"Kobe Bryant","Regular Season"
11,"2007-11-21","LAL","@","MIL","L",1,"42:43",7,18,0.39,2,8,0.25,11,11,1,0,3,3,4,1,0,1,3,27,19.7,"Kobe Bryant","Regular Season"
12,"2007-11-23","LAL","@","BOS","L",1,"36:45",9,21,0.43,3,7,0.43,7,9,0.78,0,4,4,3,0,0,2,4,28,15.8,"Kobe Bryant","Regular Season"
13,"2007-11-25","LAL","","NJN","L",1,"40:30",7,21,0.33,2,5,0.4,15,16,0.94,0,3,3,7,4,0,2,3,31,25.3,"Kobe Bryant","Regular Season"
14,"2007-11-27","LAL","","SEA","W",1,"35:23",12,22,0.55,1,3,0.33,10,12,0.83,2,6,8,6,0,0,3,2,35,27.2,"Kobe Bryant","Regular Season"
15,"2007-11-29","LAL","","DEN","W",1,"29:51",10,18,0.56,0,3,0,4,5,0.8,3,3,6,7,1,0,2,1,24,21.5,"Kobe Bryant","Regular Season"
16,"2007-11-30","LAL","@","UTA","L",1,"34:43",10,19,0.53,3,5,0.6,5,6,0.83,1,3,4,3,0,0,2,4,28,18.4,"Kobe Bryant","Regular Season"
17,"2007-12-02","LAL","","ORL","L",1,"42:09",10,26,0.38,4,9,0.44,4,4,1,2,4,6,5,2,0,4,0,28,17.9,"Kobe Bryant","Regular Season"
18,"2007-12-04","LAL","@","MIN","W",1,"28:56",6,12,0.5,2,5,0.4,6,9,0.67,1,2,3,5,4,0,4,2,20,16.8,"Kobe Bryant","Regular Season"
19,"2007-12-05","LAL","@","DEN","W",1,"30:46",10,19,0.53,0,3,0,5,6,0.83,1,7,8,5,2,1,1,4,25,21.7,"Kobe Bryant","Regular Season"
20,"2007-12-09","LAL","","GSW","W",1,"37:45",9,23,0.39,2,6,0.33,8,10,0.8,0,6,6,8,3,1,3,2,28,22,"Kobe Bryant","Regular Season"
21,"2007-12-13","LAL","","SAS","W",1,"38:05",10,24,0.42,1,4,0.25,9,10,0.9,1,6,7,3,4,0,1,1,30,24,"Kobe Bryant","Regular Season"
22,"2007-12-14","LAL","@","GSW","L",1,"36:40",6,23,0.26,0,6,0,9,11,0.82,1,5,6,5,2,1,5,2,21,9.1,"Kobe Bryant","Regular Season"
23,"2007-12-16","LAL","","LAC","W",1,"36:19",11,22,0.5,2,6,0.33,8,9,0.89,2,6,8,3,1,1,4,2,32,22.8,"Kobe Bryant","Regular Season"
24,"2007-12-18","LAL","@","CHI","W",1,"36:23",7,19,0.37,0,3,0,4,4,1,1,5,6,2,3,1,2,2,18,12,"Kobe Bryant","Regular Season"
25,"2007-12-20","LAL","@","CLE","L",1,"40:02",8,22,0.36,0,3,0,5,8,0.62,1,4,5,5,1,0,2,2,21,11.2,"Kobe Bryant","Regular Season"
26,"2007-12-21","LAL","@","PHI","W",1,"39:11",6,20,0.3,2,5,0.4,5,5,1,2,5,7,3,2,1,4,2,19,10.3,"Kobe Bryant","Regular Season"
27,"2007-12-23","LAL","@","NYK","W",1,"41:25",14,28,0.5,5,12,0.42,6,7,0.86,2,9,11,8,2,0,2,2,39,33.5,"Kobe Bryant","Regular Season"
28,"2007-12-25","LAL","","PHO","W",1,"41:20",12,20,0.6,1,3,0.33,13,14,0.93,2,3,5,7,2,0,8,4,38,28,"Kobe Bryant","Regular Season"
29,"2007-12-28","LAL","","UTA","W",1,"29:26",11,18,0.61,6,9,0.67,3,4,0.75,0,4,4,7,4,0,5,3,31,26.3,"Kobe Bryant","Regular Season"
30,"2007-12-30","LAL","","BOS","L",1,"36:59",6,25,0.24,0,6,0,10,11,0.91,2,4,6,3,0,1,3,5,22,6.9,"Kobe Bryant","Regular Season"
31,"2008-01-04","LAL","","PHI","W",1,"29:10",5,9,0.56,0,1,0,5,5,1,1,5,6,4,0,0,3,2,15,11.9,"Kobe Bryant","Regular Season"
32,"2008-01-06","LAL","","IND","W",1,"35:43",8,21,0.38,2,3,0.67,8,8,1,0,2,2,6,3,0,4,3,26,17.1,"Kobe Bryant","Regular Season"
33,"2008-01-08","LAL","@","MEM","W",1,"40:16",8,22,0.36,1,4,0.25,8,11,0.73,1,2,3,6,5,0,3,4,25,17.5,"Kobe Bryant","Regular Season"
34,"2008-01-09","LAL","@","NOH","W",1,"32:59",8,16,0.5,2,4,0.5,1,2,0.5,0,7,7,7,3,0,1,0,19,19.6,"Kobe Bryant","Regular Season"
35,"2008-01-11","LAL","","MIL","W",1,"36:48",12,25,0.48,5,9,0.56,8,8,1,2,3,5,7,2,0,1,4,37,30.9,"Kobe Bryant","Regular Season"
36,"2008-01-13","LAL","","MEM","W",1,"36:06",10,25,0.4,3,10,0.3,14,15,0.93,2,1,3,4,4,0,1,1,37,30.2,"Kobe Bryant","Regular Season"
37,"2008-01-14","LAL","@","SEA","W",1,"42:12",21,44,0.48,2,8,0.25,4,7,0.57,0,2,2,2,1,0,1,1,48,26,"Kobe Bryant","Regular Season"
38,"2008-01-17","LAL","","PHO","L",1,"39:10",10,22,0.45,4,10,0.4,6,8,0.75,2,5,7,4,2,0,2,2,30,22.7,"Kobe Bryant","Regular Season"
39,"2008-01-21","LAL","","DEN","W",1,"38:31",5,7,0.71,1,2,0.5,6,8,0.75,1,4,5,11,2,0,6,4,17,17.3,"Kobe Bryant","Regular Season"
40,"2008-01-23","LAL","@","SAS","L",1,"45:05",12,27,0.44,1,2,0.5,4,4,1,6,6,12,5,0,0,9,2,29,14.6,"Kobe Bryant","Regular Season"
41,"2008-01-25","LAL","@","DAL","L",1,"44:56",11,19,0.58,1,3,0.33,17,21,0.81,0,10,10,5,1,1,3,4,40,33.1,"Kobe Bryant","Regular Season"
42,"2008-01-27","LAL","","CLE","L",1,"43:01",10,21,0.48,0,1,0,13,18,0.72,2,10,12,6,0,1,3,3,33,25.4,"Kobe Bryant","Regular Season"
43,"2008-01-29","LAL","","NYK","W",1,"43:34",10,21,0.48,1,4,0.25,3,6,0.5,2,6,8,11,0,1,4,3,24,18.5,"Kobe Bryant","Regular Season"
44,"2008-01-31","LAL","@","DET","L",1,"47:15",12,25,0.48,2,4,0.5,13,15,0.87,3,7,10,5,2,1,11,2,39,24.1,"Kobe Bryant","Regular Season"
45,"2008-02-01","LAL","@","TOR","W",1,"43:55",19,28,0.68,4,8,0.5,4,4,1,0,7,7,5,1,0,1,2,46,38.8,"Kobe Bryant","Regular Season"
46,"2008-02-03","LAL","@","WAS","W",1,"35:10",10,15,0.67,2,5,0.4,8,11,0.73,1,5,6,2,1,0,3,2,30,23.1,"Kobe Bryant","Regular Season"
47,"2008-02-05","LAL","@","NJN","W",1,"40:23",3,13,0.23,0,2,0,0,0,NA,1,4,5,8,2,2,7,3,6,0.8,"Kobe Bryant","Regular Season"
48,"2008-02-06","LAL","@","ATL","L",1,"37:02",4,16,0.25,0,2,0,3,5,0.6,0,1,1,10,1,0,1,2,11,7.1,"Kobe Bryant","Regular Season"
49,"2008-02-08","LAL","@","ORL","W",1,"46:08",11,26,0.42,0,2,0,14,16,0.88,1,9,10,6,0,1,4,3,36,24.5,"Kobe Bryant","Regular Season"
50,"2008-02-10","LAL","@","MIA","W",1,"42:05",10,15,0.67,2,5,0.4,11,11,1,0,3,3,5,2,0,4,4,33,27.3,"Kobe Bryant","Regular Season"
51,"2008-02-11","LAL","@","CHA","W",1,"41:00",9,17,0.53,4,7,0.57,9,9,1,0,2,2,4,4,2,4,3,31,26.3,"Kobe Bryant","Regular Season"
52,"2008-02-13","LAL","@","MIN","W",1,"34:47",7,18,0.39,2,7,0.29,13,13,1,1,4,5,5,1,1,1,1,29,24.9,"Kobe Bryant","Regular Season"
53,"2008-02-19","LAL","","ATL","W",1,"30:19",8,16,0.5,1,4,0.25,6,6,1,3,2,5,3,5,0,1,2,23,23,"Kobe Bryant","Regular Season"
54,"2008-02-20","LAL","@","PHO","W",1,"45:44",16,25,0.64,1,2,0.5,8,10,0.8,1,4,5,3,2,2,5,3,41,30.3,"Kobe Bryant","Regular Season"
55,"2008-02-23","LAL","@","LAC","W",1,"41:33",5,11,0.45,0,3,0,7,9,0.78,1,4,5,7,2,0,5,5,17,12.3,"Kobe Bryant","Regular Season"
56,"2008-02-24","LAL","@","SEA","W",1,"26:05",8,13,0.62,3,5,0.6,2,3,0.67,0,4,4,10,3,0,1,1,21,24.5,"Kobe Bryant","Regular Season"
57,"2008-02-26","LAL","","POR","W",1,"44:42",11,25,0.44,1,4,0.25,7,8,0.88,1,8,9,7,2,0,3,5,30,21.5,"Kobe Bryant","Regular Season"
58,"2008-02-28","LAL","","MIA","W",1,"40:35",7,14,0.5,0,2,0,7,7,1,0,1,1,8,4,2,3,5,21,20.3,"Kobe Bryant","Regular Season"
59,"2008-02-29","LAL","@","POR","L",1,"43:26",12,24,0.5,2,8,0.25,7,8,0.88,3,4,7,5,1,0,6,4,33,20.8,"Kobe Bryant","Regular Season"
60,"2008-03-02","LAL","","DAL","W",1,"51:24",15,27,0.56,2,3,0.67,20,27,0.74,1,10,11,4,1,2,5,2,52,39.4,"Kobe Bryant","Regular Season"
61,"2008-03-04","LAL","@","SAC","W",1,"43:09",10,26,0.38,0,3,0,14,16,0.88,2,8,10,3,2,0,4,3,34,21.7,"Kobe Bryant","Regular Season"
62,"2008-03-07","LAL","","LAC","W",1,"31:09",5,9,0.56,2,3,0.67,4,4,1,1,5,6,3,2,0,2,2,16,15.2,"Kobe Bryant","Regular Season"
63,"2008-03-09","LAL","","SAC","L",1,"42:14",7,18,0.39,0,3,0,12,15,0.8,0,3,3,5,3,0,3,2,26,18.6,"Kobe Bryant","Regular Season"
64,"2008-03-11","LAL","","TOR","W",1,"46:38",12,20,0.6,4,8,0.5,6,6,1,1,6,7,7,4,1,4,3,34,31.7,"Kobe Bryant","Regular Season"
65,"2008-03-14","LAL","@","NOH","L",1,"37:55",10,23,0.43,4,7,0.57,12,13,0.92,1,8,9,3,1,0,3,6,36,24.3,"Kobe Bryant","Regular Season"
66,"2008-03-16","LAL","@","HOU","L",1,"47:04",11,33,0.33,0,4,0,2,4,0.5,0,7,7,2,0,0,3,3,24,3.8,"Kobe Bryant","Regular Season"
67,"2008-03-18","LAL","@","DAL","W",1,"43:32",12,23,0.52,2,4,0.5,3,6,0.5,0,2,2,7,3,0,2,4,29,21.4,"Kobe Bryant","Regular Season"
68,"2008-03-20","LAL","@","UTA","W",1,"40:43",11,24,0.46,0,2,0,5,9,0.56,2,6,8,7,1,0,3,3,27,17.9,"Kobe Bryant","Regular Season"
69,"2008-03-21","LAL","","SEA","W",1,"29:49",8,15,0.53,0,3,0,7,8,0.88,1,1,2,5,0,0,1,2,23,18,"Kobe Bryant","Regular Season"
70,"2008-03-23","LAL","","GSW","L",1,"46:23",13,30,0.43,3,9,0.33,7,7,1,2,12,14,8,1,0,3,4,36,27.2,"Kobe Bryant","Regular Season"
71,"2008-03-24","LAL","@","GSW","W",1,"51:55",11,30,0.37,1,5,0.2,7,7,1,2,9,11,7,1,0,3,4,30,18.8,"Kobe Bryant","Regular Season"
72,"2008-03-26","LAL","","CHA","L",1,"38:55",8,22,0.36,2,6,0.33,9,12,0.75,1,5,6,3,0,1,3,4,27,14,"Kobe Bryant","Regular Season"
73,"2008-03-28","LAL","","MEM","L",1,"41:52",19,37,0.51,9,17,0.53,6,7,0.86,2,8,10,1,3,0,1,4,53,39.2,"Kobe Bryant","Regular Season"
74,"2008-03-30","LAL","","WAS","W",1,"46:45",7,24,0.29,0,3,0,12,15,0.8,0,4,4,13,1,1,1,3,26,20.6,"Kobe Bryant","Regular Season"
75,"2008-04-02","LAL","","POR","W",1,"41:28",10,16,0.62,4,5,0.8,12,13,0.92,2,11,13,7,3,0,1,3,36,38.8,"Kobe Bryant","Regular Season"
76,"2008-04-04","LAL","","DAL","W",1,"41:41",7,14,0.5,3,4,0.75,8,9,0.89,4,6,10,6,0,0,0,4,25,24.8,"Kobe Bryant","Regular Season"
77,"2008-04-06","LAL","@","SAC","W",1,"35:56",9,15,0.6,4,7,0.57,7,8,0.88,2,3,5,5,2,0,4,3,29,24.3,"Kobe Bryant","Regular Season"
78,"2008-04-08","LAL","@","POR","L",1,"44:41",11,26,0.42,2,7,0.29,10,13,0.77,1,4,5,5,1,1,2,5,34,22.1,"Kobe Bryant","Regular Season"
79,"2008-04-10","LAL","@","LAC","W",1,"34:35",6,17,0.35,1,5,0.2,3,5,0.6,1,2,3,3,1,2,2,1,16,9.1,"Kobe Bryant","Regular Season"
80,"2008-04-11","LAL","","NOH","W",1,"43:07",9,17,0.53,3,7,0.43,8,10,0.8,1,9,10,8,2,0,1,3,29,28.7,"Kobe Bryant","Regular Season"
81,"2008-04-13","LAL","","SAS","W",1,"31:57",6,14,0.43,3,6,0.5,5,6,0.83,1,4,5,5,2,1,4,3,20,15.1,"Kobe Bryant","Regular Season"
82,"2008-04-15","LAL","","SAC","W",1,"28:54",3,13,0.23,1,5,0.2,13,14,0.93,1,2,3,5,1,0,2,3,20,14.3,"Kobe Bryant","Regular Season"
1,"2008-10-28","LAL","","POR","W",1,"32:47",9,17,0.53,1,1,1,4,5,0.8,2,9,11,5,1,0,5,3,23,16.7,"Kobe Bryant","Regular Season"
2,"2008-10-29","LAL","@","LAC","W",1,"30:44",5,12,0.42,0,2,0,6,7,0.86,2,6,8,3,2,0,5,2,16,10.7,"Kobe Bryant","Regular Season"
3,"2008-11-01","LAL","@","DEN","W",1,"32:54",11,24,0.46,1,2,0.5,10,12,0.83,3,1,4,3,2,0,1,4,33,23.7,"Kobe Bryant","Regular Season"
4,"2008-11-05","LAL","","LAC","W",1,"36:20",8,21,0.38,0,2,0,11,14,0.79,1,1,2,3,2,2,2,3,27,17.6,"Kobe Bryant","Regular Season"
5,"2008-11-09","LAL","","HOU","W",1,"32:59",10,17,0.59,1,2,0.5,2,4,0.5,2,1,3,3,2,2,4,3,23,16.3,"Kobe Bryant","Regular Season"
6,"2008-11-11","LAL","@","DAL","W",1,"35:43",10,20,0.5,0,2,0,7,8,0.88,1,3,4,1,1,0,1,1,27,18.5,"Kobe Bryant","Regular Season"
7,"2008-11-12","LAL","@","NOH","W",1,"38:08",5,15,0.33,1,1,1,9,9,1,0,4,4,6,0,0,2,4,20,13.3,"Kobe Bryant","Regular Season"
8,"2008-11-14","LAL","","DET","L",1,"39:17",12,30,0.4,2,7,0.29,3,4,0.75,0,5,5,6,4,1,3,5,29,17.8,"Kobe Bryant","Regular Season"
9,"2008-11-18","LAL","","CHI","W",1,"30:32",9,18,0.5,3,6,0.5,0,0,NA,1,4,5,6,3,2,1,3,21,20.3,"Kobe Bryant","Regular Season"
10,"2008-11-20","LAL","@","PHO","W",1,"32:32",8,23,0.35,1,5,0.2,7,9,0.78,1,4,5,3,0,1,2,0,24,13,"Kobe Bryant","Regular Season"
11,"2008-11-21","LAL","","DEN","W",1,"29:42",12,18,0.67,1,3,0.33,4,5,0.8,2,2,4,2,2,0,1,3,29,24,"Kobe Bryant","Regular Season"
12,"2008-11-23","LAL","","SAC","W",1,"33:46",10,20,0.5,0,1,0,4,4,1,1,3,4,6,3,1,3,2,24,19.7,"Kobe Bryant","Regular Season"
13,"2008-11-25","LAL","","NJN","W",1,"27:52",5,17,0.29,0,2,0,2,2,1,0,6,6,4,1,0,0,2,12,6.9,"Kobe Bryant","Regular Season"
14,"2008-11-28","LAL","","DAL","W",1,"39:45",14,26,0.54,1,4,0.25,6,6,1,2,4,6,5,1,1,3,2,35,26.4,"Kobe Bryant","Regular Season"
15,"2008-11-30","LAL","","TOR","W",1,"29:49",9,14,0.64,0,2,0,5,5,1,1,4,5,7,1,0,3,2,23,20.8,"Kobe Bryant","Regular Season"
16,"2008-12-02","LAL","@","IND","L",1,"37:13",10,21,0.48,0,5,0,8,10,0.8,2,5,7,2,1,0,1,2,28,20,"Kobe Bryant","Regular Season"
17,"2008-12-03","LAL","@","PHI","W",1,"36:33",12,20,0.6,1,3,0.33,7,7,1,0,6,6,4,2,0,4,4,32,23.8,"Kobe Bryant","Regular Season"
18,"2008-12-05","LAL","@","WAS","W",1,"35:20",5,17,0.29,0,1,0,13,14,0.93,2,5,7,7,0,0,2,2,23,17.7,"Kobe Bryant","Regular Season"
19,"2008-12-07","LAL","","MIL","W",1,"30:36",6,13,0.46,0,1,0,8,9,0.89,2,3,5,8,2,0,4,2,20,18,"Kobe Bryant","Regular Season"
20,"2008-12-09","LAL","@","SAC","L",1,"38:13",9,25,0.36,3,8,0.38,7,7,1,2,2,4,3,0,0,2,2,28,15.4,"Kobe Bryant","Regular Season"
21,"2008-12-10","LAL","","PHO","W",1,"34:16",6,16,0.38,2,5,0.4,4,4,1,0,7,7,3,1,0,5,2,18,8.6,"Kobe Bryant","Regular Season"
22,"2008-12-12","LAL","","SAC","W",1,"39:23",11,21,0.52,2,4,0.5,8,10,0.8,2,5,7,3,0,1,4,2,32,21.8,"Kobe Bryant","Regular Season"
23,"2008-12-14","LAL","","MIN","W",1,"36:35",9,24,0.38,2,6,0.33,6,6,1,0,3,3,5,2,0,2,2,26,16.4,"Kobe Bryant","Regular Season"
24,"2008-12-16","LAL","","NYK","W",1,"40:56",12,22,0.55,1,3,0.33,3,4,0.75,1,6,7,6,4,0,1,0,28,26.7,"Kobe Bryant","Regular Season"
25,"2008-12-19","LAL","@","MIA","L",1,"35:30",12,24,0.5,1,3,0.33,3,4,0.75,1,2,3,3,0,0,5,3,28,12.8,"Kobe Bryant","Regular Season"
26,"2008-12-20","LAL","@","ORL","L",1,"42:35",14,31,0.45,2,3,0.67,11,11,1,2,6,8,3,0,0,1,3,41,28,"Kobe Bryant","Regular Season"
27,"2008-12-22","LAL","@","MEM","W",1,"38:15",14,23,0.61,3,6,0.5,5,8,0.62,0,4,4,3,2,0,5,1,36,24.2,"Kobe Bryant","Regular Season"
28,"2008-12-23","LAL","@","NOH","W",1,"37:19",7,18,0.39,0,1,0,12,15,0.8,0,6,6,4,0,0,0,2,26,18.8,"Kobe Bryant","Regular Season"
29,"2008-12-25","LAL","","BOS","W",1,"43:04",13,23,0.57,1,3,0.33,0,0,NA,2,7,9,5,1,0,4,2,27,19.3,"Kobe Bryant","Regular Season"
30,"2008-12-28","LAL","","GSW","W",1,"31:44",9,15,0.6,3,6,0.5,10,10,1,1,2,3,4,4,0,2,2,31,29.4,"Kobe Bryant","Regular Season"
31,"2009-01-02","LAL","","UTA","W",1,"38:07",13,23,0.57,2,3,0.67,12,14,0.86,3,4,7,4,2,1,2,3,40,33.9,"Kobe Bryant","Regular Season"
32,"2009-01-04","LAL","","POR","W",1,"32:50",11,19,0.58,0,2,0,4,5,0.8,0,2,2,3,1,0,4,1,26,16,"Kobe Bryant","Regular Season"
33,"2009-01-06","LAL","","NOH","L",1,"41:53",14,22,0.64,6,7,0.86,5,6,0.83,0,4,4,7,0,1,4,1,39,31.2,"Kobe Bryant","Regular Season"
34,"2009-01-07","LAL","@","GSW","W",1,"39:28",9,20,0.45,2,5,0.4,1,1,1,1,4,5,5,2,0,3,3,21,13.8,"Kobe Bryant","Regular Season"
35,"2009-01-09","LAL","","IND","W",1,"41:56",10,20,0.5,1,4,0.25,15,17,0.88,1,6,7,13,1,0,5,3,36,31.6,"Kobe Bryant","Regular Season"
36,"2009-01-11","LAL","","MIA","W",1,"36:44",5,14,0.36,2,4,0.5,7,7,1,0,2,2,7,0,0,4,3,19,11.5,"Kobe Bryant","Regular Season"
37,"2009-01-13","LAL","@","HOU","W",1,"42:03",13,32,0.41,1,4,0.25,6,9,0.67,1,6,7,4,0,0,2,1,33,17.5,"Kobe Bryant","Regular Season"
38,"2009-01-14","LAL","@","SAS","L",1,"41:38",11,19,0.58,2,3,0.67,5,6,0.83,1,6,7,10,0,1,4,1,29,25.5,"Kobe Bryant","Regular Season"
39,"2009-01-16","LAL","","ORL","L",1,"41:22",10,26,0.38,1,5,0.2,7,8,0.88,2,11,13,11,2,0,6,3,28,20.6,"Kobe Bryant","Regular Season"
40,"2009-01-19","LAL","","CLE","W",1,"40:44",9,22,0.41,1,5,0.2,1,3,0.33,1,5,6,12,1,1,5,1,20,14.3,"Kobe Bryant","Regular Season"
41,"2009-01-21","LAL","@","LAC","W",1,"41:23",5,15,0.33,2,7,0.29,6,6,1,2,8,10,12,1,0,4,3,18,17.5,"Kobe Bryant","Regular Season"
42,"2009-01-22","LAL","","WAS","W",1,"28:06",4,11,0.36,1,3,0.33,2,2,1,0,4,4,5,0,0,0,2,11,8.8,"Kobe Bryant","Regular Season"
43,"2009-01-25","LAL","","SAS","W",1,"32:19",8,17,0.47,2,3,0.67,4,4,1,0,4,4,3,1,1,1,2,22,16.5,"Kobe Bryant","Regular Season"
44,"2009-01-27","LAL","","CHA","L",1,"45:13",15,28,0.54,1,3,0.33,7,8,0.88,2,6,8,5,1,0,2,6,38,27.3,"Kobe Bryant","Regular Season"
45,"2009-01-30","LAL","@","MIN","W",1,"34:33",12,23,0.52,1,7,0.14,5,6,0.83,2,6,8,5,0,0,2,3,30,21.8,"Kobe Bryant","Regular Season"
46,"2009-01-31","LAL","@","MEM","W",1,"35:03",10,20,0.5,0,1,0,5,7,0.71,0,1,1,7,3,0,1,1,25,21,"Kobe Bryant","Regular Season"
47,"2009-02-02","LAL","@","NYK","W",1,"36:48",19,31,0.61,3,6,0.5,20,20,1,0,0,0,3,0,1,2,1,61,47.3,"Kobe Bryant","Regular Season"
48,"2009-02-04","LAL","@","TOR","W",1,"37:33",13,28,0.46,4,8,0.5,6,8,0.75,1,8,9,5,2,0,0,0,36,29.4,"Kobe Bryant","Regular Season"
49,"2009-02-05","LAL","@","BOS","W",1,"45:06",10,29,0.34,4,8,0.5,2,4,0.5,2,8,10,5,1,2,3,2,26,14.8,"Kobe Bryant","Regular Season"
50,"2009-02-08","LAL","@","CLE","W",1,"34:36",8,17,0.47,0,2,0,3,3,1,0,3,3,2,1,0,2,2,19,10.8,"Kobe Bryant","Regular Season"
51,"2009-02-10","LAL","","OKC","W",1,"35:51",13,26,0.5,0,3,0,8,8,1,3,4,7,1,0,0,3,1,34,21.6,"Kobe Bryant","Regular Season"
52,"2009-02-11","LAL","@","UTA","L",1,"36:26",14,33,0.42,1,7,0.14,8,8,1,2,2,4,4,4,0,4,3,37,23.1,"Kobe Bryant","Regular Season"
53,"2009-02-17","LAL","","ATL","W",1,"28:40",4,12,0.33,2,4,0.5,0,0,NA,2,2,4,2,0,2,4,0,10,4,"Kobe Bryant","Regular Season"
54,"2009-02-18","LAL","@","GSW","W",1,"36:16",9,22,0.41,2,3,0.67,10,12,0.83,1,2,3,9,3,2,2,2,30,26.6,"Kobe Bryant","Regular Season"
55,"2009-02-20","LAL","","NOH","W",1,"44:53",13,30,0.43,1,2,0.5,12,12,1,1,4,5,5,1,1,2,2,39,27.5,"Kobe Bryant","Regular Season"
56,"2009-02-22","LAL","@","MIN","W",1,"36:40",11,21,0.52,0,2,0,6,7,0.86,0,6,6,7,1,0,6,2,28,18.2,"Kobe Bryant","Regular Season"
57,"2009-02-24","LAL","@","OKC","W",1,"33:47",13,21,0.62,0,3,0,10,13,0.77,0,4,4,5,1,0,4,0,36,27,"Kobe Bryant","Regular Season"
58,"2009-02-26","LAL","","PHO","W",1,"26:50",10,13,0.77,1,2,0.5,1,2,0.5,1,3,4,8,3,0,1,3,22,24.5,"Kobe Bryant","Regular Season"
59,"2009-02-27","LAL","@","DEN","L",1,"40:02",10,31,0.32,0,6,0,9,12,0.75,5,3,8,2,0,1,2,3,29,13.4,"Kobe Bryant","Regular Season"
60,"2009-03-01","LAL","@","PHO","L",1,"39:02",18,38,0.47,3,9,0.33,10,10,1,4,7,11,2,1,1,1,5,49,34.6,"Kobe Bryant","Regular Season"
61,"2009-03-03","LAL","","MEM","W",1,"29:38",12,23,0.52,1,5,0.2,6,6,1,0,2,2,2,1,0,0,3,31,21.5,"Kobe Bryant","Regular Season"
62,"2009-03-06","LAL","","MIN","W",1,"27:56",8,17,0.47,2,6,0.33,5,5,1,0,2,2,4,1,0,1,1,23,17.3,"Kobe Bryant","Regular Season"
63,"2009-03-09","LAL","@","POR","L",1,"38:58",11,29,0.38,2,9,0.22,2,2,1,0,3,3,3,1,1,1,5,26,11.8,"Kobe Bryant","Regular Season"
64,"2009-03-11","LAL","@","HOU","W",1,"39:36",14,23,0.61,2,3,0.67,7,10,0.7,1,4,5,6,4,2,4,2,37,32,"Kobe Bryant","Regular Season"
65,"2009-03-12","LAL","@","SAS","W",1,"38:01",9,21,0.43,1,2,0.5,4,4,1,0,4,4,6,0,1,2,3,23,14.8,"Kobe Bryant","Regular Season"
66,"2009-03-15","LAL","","DAL","W",1,"40:31",11,20,0.55,3,6,0.5,3,3,1,0,8,8,5,1,1,1,4,28,23.4,"Kobe Bryant","Regular Season"
67,"2009-03-17","LAL","","PHI","L",1,"32:39",5,15,0.33,1,4,0.25,0,0,NA,0,5,5,5,2,0,5,4,11,2.9,"Kobe Bryant","Regular Season"
68,"2009-03-19","LAL","","GSW","W",1,"39:20",9,25,0.36,2,6,0.33,1,1,1,3,3,6,2,2,0,5,1,21,8.1,"Kobe Bryant","Regular Season"
69,"2009-03-21","LAL","@","CHI","W",1,"36:47",10,25,0.4,2,6,0.33,6,10,0.6,1,2,3,7,5,1,3,2,28,21,"Kobe Bryant","Regular Season"
70,"2009-03-24","LAL","@","OKC","W",1,"29:29",6,18,0.33,1,4,0.25,6,6,1,0,3,3,5,4,2,0,3,19,17.4,"Kobe Bryant","Regular Season"
71,"2009-03-26","LAL","@","DET","W",1,"38:01",10,18,0.56,1,3,0.33,9,10,0.9,2,6,8,7,2,0,1,3,30,28.9,"Kobe Bryant","Regular Season"
72,"2009-03-27","LAL","@","NJN","W",1,"41:14",5,19,0.26,3,6,0.5,1,1,1,1,0,1,9,3,1,3,3,14,9.2,"Kobe Bryant","Regular Season"
73,"2009-03-29","LAL","@","ATL","L",1,"37:10",7,19,0.37,1,6,0.17,2,4,0.5,2,6,8,4,1,0,4,3,17,7.5,"Kobe Bryant","Regular Season"
74,"2009-03-31","LAL","@","CHA","L",1,"36:28",11,28,0.39,2,5,0.4,1,3,0.33,0,2,2,2,3,0,1,3,25,11.8,"Kobe Bryant","Regular Season"
75,"2009-04-01","LAL","@","MIL","W",1,"38:41",10,19,0.53,1,2,0.5,9,9,1,1,7,8,4,3,0,4,1,30,24.9,"Kobe Bryant","Regular Season"
76,"2009-04-03","LAL","","HOU","W",1,"38:35",7,11,0.64,4,6,0.67,2,2,1,0,1,1,7,2,0,3,0,20,19.3,"Kobe Bryant","Regular Season"
77,"2009-04-05","LAL","","LAC","W",1,"33:41",5,15,0.33,3,6,0.5,5,8,0.62,1,3,4,5,1,1,2,3,18,11.9,"Kobe Bryant","Regular Season"
78,"2009-04-07","LAL","@","SAC","W",1,"30:32",8,16,0.5,1,5,0.2,5,8,0.62,0,5,5,4,2,0,0,2,22,18.3,"Kobe Bryant","Regular Season"
79,"2009-04-09","LAL","","DEN","W",1,"34:53",11,19,0.58,2,5,0.4,9,10,0.9,1,2,3,2,1,0,2,0,33,25.4,"Kobe Bryant","Regular Season"
