"G","Date","Tm","X","Opp","Result","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","Player","RSorPO"
26,"2001-12-26","WAS","@","CHH","L",1,"35:00",11,28,0.39,1,2,0.5,5,6,0.83,1,3,4,7,1,0,3,4,28,15.3,"Michael Jordan","Regular Season"
27,"2001-12-27","WAS","@","IND","L",1,"25:00",2,10,0.2,1,2,0.5,1,2,0.5,2,2,4,4,0,0,4,1,6,NA,"Michael Jordan","Regular Season"
28,"2001-12-29","WAS","","CHH","W",1,"38:00",21,38,0.55,0,2,0,9,10,0.9,2,5,7,4,3,0,4,3,51,35.9,"Michael Jordan","Regular Season"
29,"2001-12-31","WAS","","NJN","W",1,"39:00",16,32,0.5,1,3,0.33,12,13,0.92,0,10,10,7,3,0,3,2,45,35.7,"Michael Jordan","Regular Season"
30,"2002-01-04","WAS","","CHI","W",1,"38:00",9,24,0.38,0,2,0,11,13,0.85,0,7,7,3,2,2,5,4,29,NA,"Michael Jordan","Regular Season"
31,"2002-01-08","WAS","","LAC","W",1,"42:00",9,24,0.38,0,0,NA,0,1,0,2,8,10,8,1,0,4,1,18,10.4,"Michael Jordan","Regular Season"
32,"2002-01-11","WAS","@","MIL","L",1,"33:00",10,24,0.42,0,0,NA,2,4,0.5,0,3,3,3,1,0,6,2,22,5.6,"Michael Jordan","Regular Season"
33,"2002-01-12","WAS","","MIN","L",1,"40:00",14,30,0.47,0,0,NA,7,7,1,0,6,6,4,1,1,5,2,35,20.1,"Michael Jordan","Regular Season"
34,"2002-01-15","WAS","","SAS","L",1,"40:00",5,21,0.24,0,0,NA,10,16,0.62,0,1,1,4,0,1,4,0,20,4.7,"Michael Jordan","Regular Season"
35,"2002-01-16","WAS","@","NJN","L",1,"18:00",4,14,0.29,0,0,NA,2,2,1,0,2,2,1,1,1,1,1,10,3.4,"Michael Jordan","Regular Season"
36,"2002-01-19","WAS","@","CHI","W",1,"41:00",7,21,0.33,0,2,0,2,6,0.33,0,12,12,4,2,2,9,4,16,1.7,"Michael Jordan","Regular Season"
37,"2002-01-21","WAS","@","MIN","L",1,"39:00",12,34,0.35,1,4,0.25,4,5,0.8,4,10,14,3,0,0,1,1,29,16.1,"Michael Jordan","Regular Season"
38,"2002-01-22","WAS","","PHI","L",1,"42:00",14,27,0.52,1,2,0.5,1,1,1,2,6,8,6,2,1,5,4,30,20.2,"Michael Jordan","Regular Season"
39,"2002-01-24","WAS","","CLE","W",1,"40:00",18,29,0.62,0,0,NA,4,7,0.57,1,7,8,2,2,0,0,2,40,31.1,"Michael Jordan","Regular Season"
40,"2002-01-26","WAS","","PHO","W",1,"40:00",17,30,0.57,0,0,NA,7,9,0.78,2,2,4,7,2,0,2,2,41,32.1,"Michael Jordan","Regular Season"
41,"2002-01-29","WAS","","DET","L",1,"42:00",13,30,0.43,0,0,NA,6,8,0.75,0,5,5,7,2,0,3,0,32,20.8,"Michael Jordan","Regular Season"
42,"2002-01-31","WAS","@","CLE","W",1,"40:00",11,27,0.41,0,1,0,4,4,1,1,4,5,8,1,0,4,0,26,NA,"Michael Jordan","Regular Season"
43,"2002-02-01","WAS","","ATL","W",1,"38:00",10,24,0.42,0,1,0,8,10,0.8,0,4,4,8,2,2,1,2,28,22.8,"Michael Jordan","Regular Season"
44,"2002-02-03","WAS","","IND","W",1,"41:00",11,19,0.58,1,1,1,0,0,NA,1,4,5,6,0,0,0,2,23,19.4,"Michael Jordan","Regular Season"
45,"2002-02-05","WAS","","TOR","W",1,"40:00",10,21,0.48,0,1,0,3,4,0.75,1,6,7,5,0,0,2,3,23,14.7,"Michael Jordan","Regular Season"
46,"2002-02-07","WAS","","SAC","W",1,"41:00",12,30,0.4,0,1,0,1,1,1,2,4,6,9,1,0,1,2,25,16.9,"Michael Jordan","Regular Season"
47,"2002-02-12","WAS","@","LAL","L",1,"41:00",8,20,0.4,0,0,NA,6,8,0.75,0,5,5,6,2,1,4,1,22,14.4,"Michael Jordan","Regular Season"
48,"2002-02-14","WAS","@","SAC","L",1,"33:00",6,18,0.33,0,0,NA,4,6,0.67,0,1,1,4,1,0,3,0,16,6.1,"Michael Jordan","Regular Season"
49,"2002-02-15","WAS","@","PHO","W",1,"37:00",7,19,0.37,0,0,NA,8,9,0.89,0,6,6,4,2,2,5,2,22,13.3,"Michael Jordan","Regular Season"
50,"2002-02-18","WAS","","HOU","L",1,"36:00",5,12,0.42,0,1,0,1,2,0.5,1,5,6,11,0,0,2,2,11,11.3,"Michael Jordan","Regular Season"
51,"2002-02-21","WAS","","NJN","L",1,"37:00",7,17,0.41,0,1,0,2,2,1,0,5,5,6,3,0,4,2,16,10.8,"Michael Jordan","Regular Season"
52,"2002-02-23","WAS","","MIA","L",1,"37:00",13,25,0.52,1,1,1,10,12,0.83,1,4,5,7,0,0,4,3,37,25.5,"Michael Jordan","Regular Season"
53,"2002-02-24","WAS","@","MIA","L",1,"30:00",4,13,0.31,1,2,0.5,0,1,0,0,5,5,6,3,0,6,2,9,NA,"Michael Jordan","Regular Season"
54,"2002-03-20","WAS","@","DEN","W",0,"16:00",2,9,0.22,0,0,NA,3,3,1,0,1,1,2,2,0,2,0,7,3.2,"Michael Jordan","Regular Season"
55,"2002-03-21","WAS","@","UTA","L",0,"22:00",4,12,0.33,0,0,NA,3,4,0.75,0,4,4,4,1,0,1,0,11,7.8,"Michael Jordan","Regular Season"
56,"2002-03-24","WAS","@","TOR","L",0,"23:00",6,17,0.35,0,0,NA,2,2,1,0,3,3,2,2,0,3,4,14,4.2,"Michael Jordan","Regular Season"
57,"2002-03-26","WAS","","DEN","W",0,"20:00",4,9,0.44,0,1,0,1,3,0.33,1,2,3,6,0,0,1,2,9,7.2,"Michael Jordan","Regular Season"
58,"2002-03-29","WAS","","MIL","W",0,"26:00",12,22,0.55,0,0,NA,10,12,0.83,0,3,3,1,0,0,0,1,34,23.8,"Michael Jordan","Regular Season"
59,"2002-03-31","WAS","","DAL","L",0,"28:00",4,14,0.29,0,0,NA,2,2,1,1,2,3,5,1,1,2,1,10,5.9,"Michael Jordan","Regular Season"
60,"2002-04-02","WAS","","LAL","L",0,"12:00",1,5,0.2,0,0,NA,0,0,NA,0,3,3,3,0,0,0,1,2,NA,"Michael Jordan","Regular Season"
1,"2002-10-30","WAS","@","TOR","L",0,"25:00",4,14,0.29,0,0,NA,0,2,0,0,3,3,1,3,0,2,3,8,NA,"Michael Jordan","Regular Season"
2,"2002-10-31","WAS","","BOS","W",0,"21:00",8,15,0.53,0,0,NA,5,5,1,0,4,4,5,2,1,0,1,21,20.7,"Michael Jordan","Regular Season"
3,"2002-11-02","WAS","","NJN","L",0,"27:00",7,16,0.44,1,2,0.5,6,8,0.75,0,2,2,2,2,0,0,2,21,NA,"Michael Jordan","Regular Season"
4,"2002-11-05","WAS","@","MIN","L",0,"29:00",5,14,0.36,0,0,NA,0,0,NA,0,2,2,1,1,0,1,2,10,2.7,"Michael Jordan","Regular Season"
5,"2002-11-06","WAS","","CLE","W",0,"24:00",2,6,0.33,0,1,0,2,3,0.67,1,2,3,4,3,0,1,3,6,7.1,"Michael Jordan","Regular Season"
6,"2002-11-08","WAS","","LAL","W",0,"30:00",9,14,0.64,0,0,NA,7,12,0.58,0,3,3,3,2,0,2,4,25,18.2,"Michael Jordan","Regular Season"
7,"2002-11-09","WAS","@","CLE","W",0,"31:00",5,11,0.45,0,1,0,2,2,1,2,6,8,6,0,2,0,3,12,13.9,"Michael Jordan","Regular Season"
8,"2002-11-12","WAS","","SEA","L",0,"31:00",13,22,0.59,0,0,NA,1,2,0.5,1,5,6,4,1,1,4,1,27,18.7,"Michael Jordan","Regular Season"
9,"2002-11-14","WAS","","UTA","W",0,"34:00",7,17,0.41,0,1,0,5,5,1,0,6,6,1,1,0,3,4,19,8.8,"Michael Jordan","Regular Season"
10,"2002-11-16","WAS","","MIA","W",0,"19:00",4,5,0.8,0,0,NA,0,0,NA,0,5,5,2,2,0,1,3,8,8.8,"Michael Jordan","Regular Season"
11,"2002-11-17","WAS","@","PHI","L",0,"28:00",9,16,0.56,1,2,0.5,0,0,NA,0,2,2,3,1,0,5,1,19,9.7,"Michael Jordan","Regular Season"
12,"2002-11-22","WAS","@","HOU","L",0,"30:00",4,15,0.27,0,0,NA,0,0,NA,0,2,2,1,0,0,1,2,8,-1.4,"Michael Jordan","Regular Season"
13,"2002-11-23","WAS","@","MEM","L",0,"32:00",9,18,0.5,0,0,NA,2,2,1,2,4,6,5,2,0,3,1,20,15.7,"Michael Jordan","Regular Season"
14,"2002-11-26","WAS","","IND","L",0,"34:00",10,21,0.48,3,3,1,5,8,0.62,0,1,1,2,3,0,1,2,28,NA,"Michael Jordan","Regular Season"
15,"2002-11-29","WAS","@","IND","L",0,"30:00",6,15,0.4,0,1,0,2,2,1,0,4,4,1,1,0,1,2,14,NA,"Michael Jordan","Regular Season"
16,"2002-11-30","WAS","","PHI","L",1,"37:00",8,20,0.4,0,2,0,0,0,NA,1,3,4,2,0,1,2,3,16,5.7,"Michael Jordan","Regular Season"
17,"2002-12-03","WAS","","MIL","W",1,"30:00",9,20,0.45,0,0,NA,7,8,0.88,0,7,7,4,0,0,1,1,25,17.7,"Michael Jordan","Regular Season"
18,"2002-12-04","WAS","@","DET","W",1,"39:00",5,14,0.36,0,0,NA,11,16,0.69,2,7,9,4,6,2,3,2,21,21.1,"Michael Jordan","Regular Season"
19,"2002-12-06","WAS","@","ORL","L",1,"39:00",7,21,0.33,0,0,NA,2,2,1,1,5,6,0,0,0,3,3,16,2.1,"Michael Jordan","Regular Season"
20,"2002-12-07","WAS","","NYK","W",1,"37:00",9,18,0.5,0,1,0,2,4,0.5,0,9,9,2,3,0,2,3,20,14.1,"Michael Jordan","Regular Season"
21,"2002-12-10","WAS","","POR","L",1,"28:00",6,10,0.6,0,0,NA,2,2,1,2,3,5,1,1,1,1,0,14,13.1,"Michael Jordan","Regular Season"
22,"2002-12-13","WAS","@","NJN","L",1,"40:00",5,20,0.25,0,0,NA,2,2,1,0,5,5,4,2,0,4,2,12,NA,"Michael Jordan","Regular Season"
23,"2002-12-15","WAS","@","TOR","W",1,"40:00",1,9,0.11,0,0,NA,0,0,NA,2,6,8,9,2,1,0,2,2,7.5,"Michael Jordan","Regular Season"
24,"2002-12-17","WAS","@","ATL","W",1,"38:00",12,18,0.67,0,0,NA,6,6,1,0,3,3,2,0,0,1,3,30,22.3,"Michael Jordan","Regular Season"
25,"2002-12-18","WAS","","MEM","W",1,"35:00",14,23,0.61,2,3,0.67,3,3,1,0,5,5,2,3,0,3,0,33,25.4,"Michael Jordan","Regular Season"
26,"2002-12-21","WAS","@","SAS","L",1,"41:00",8,20,0.4,0,0,NA,0,0,NA,0,5,5,3,0,1,2,1,16,7.1,"Michael Jordan","Regular Season"
27,"2002-12-23","WAS","@","DAL","L",1,"36:00",5,15,0.33,1,1,1,2,2,1,0,7,7,8,0,2,3,3,13,9.4,"Michael Jordan","Regular Season"
28,"2002-12-26","WAS","","DET","L",1,"41:00",7,17,0.41,0,1,0,3,4,0.75,1,3,4,1,0,2,4,4,17,5.6,"Michael Jordan","Regular Season"
29,"2002-12-28","WAS","","ATL","W",1,"34:00",4,10,0.4,0,1,0,2,2,1,1,3,4,5,1,1,0,2,10,10.6,"Michael Jordan","Regular Season"
30,"2002-12-30","WAS","@","ORL","L",1,"39:00",8,17,0.47,0,0,NA,5,5,1,0,8,8,9,3,0,4,4,21,18.4,"Michael Jordan","Regular Season"
31,"2002-12-31","WAS","","SAS","W",1,"35:00",7,15,0.47,1,1,1,2,2,1,1,6,7,3,1,0,2,1,17,12.5,"Michael Jordan","Regular Season"
32,"2003-01-02","WAS","@","CHI","W",1,"30:00",4,11,0.36,0,2,0,2,2,1,1,4,5,5,2,0,3,1,10,7.9,"Michael Jordan","Regular Season"
33,"2003-01-04","WAS","","IND","W",1,"53:00",14,26,0.54,3,4,0.75,10,12,0.83,3,9,12,4,3,0,2,2,41,35.4,"Michael Jordan","Regular Season"
34,"2003-01-06","WAS","@","BOS","W",1,"39:00",7,18,0.39,0,2,0,5,5,1,0,11,11,7,4,0,4,2,19,16.6,"Michael Jordan","Regular Season"
35,"2003-01-08","WAS","","CHI","W",1,"33:00",5,13,0.38,0,0,NA,4,5,0.8,0,10,10,7,1,0,2,4,14,11.8,"Michael Jordan","Regular Season"
36,"2003-01-10","WAS","","GSW","L",1,"41:00",7,17,0.41,0,0,NA,0,0,NA,0,2,2,5,0,1,0,1,14,9.3,"Michael Jordan","Regular Season"
37,"2003-01-11","WAS","@","NYK","W",1,"41:00",8,25,0.32,0,0,NA,7,9,0.78,5,5,10,3,1,0,2,2,23,13.2,"Michael Jordan","Regular Season"
38,"2003-01-14","WAS","","TOR","L",1,"41:00",8,23,0.35,0,0,NA,6,6,1,2,3,5,4,3,2,2,1,22,16.2,"Michael Jordan","Regular Season"
39,"2003-01-16","WAS","","ORL","W",1,"39:00",12,25,0.48,0,1,0,8,10,0.8,1,5,6,8,2,0,1,3,32,26.1,"Michael Jordan","Regular Season"
40,"2003-01-18","WAS","","PHI","L",1,"42:00",10,25,0.4,0,3,0,5,6,0.83,2,6,8,7,5,1,2,4,25,21.3,"Michael Jordan","Regular Season"
41,"2003-01-20","WAS","","DEN","W",1,"42:00",11,22,0.5,0,2,0,3,4,0.75,1,4,5,6,1,1,3,3,25,17.2,"Michael Jordan","Regular Season"
42,"2003-01-22","WAS","@","NOH","L",1,"38:00",9,21,0.43,0,0,NA,0,0,NA,0,4,4,3,3,0,2,1,18,10.8,"Michael Jordan","Regular Season"
43,"2003-01-24","WAS","@","CHI","L",1,"39:00",4,14,0.29,0,0,NA,3,4,0.75,2,3,5,3,1,1,1,2,11,6.7,"Michael Jordan","Regular Season"
44,"2003-01-25","WAS","","MIN","L",1,"41:00",8,18,0.44,0,1,0,1,2,0.5,0,8,8,5,2,1,4,0,17,11.8,"Michael Jordan","Regular Season"
45,"2003-01-27","WAS","","PHO","W",1,"38:00",9,14,0.64,0,0,NA,1,2,0.5,0,7,7,1,2,0,5,1,19,11.8,"Michael Jordan","Regular Season"
46,"2003-01-29","WAS","@","NJN","L",1,"37:00",4,16,0.25,0,0,NA,0,0,NA,0,5,5,5,0,0,3,2,8,-0.4,"Michael Jordan","Regular Season"
47,"2003-01-30","WAS","@","MIL","L",1,"39:00",11,24,0.46,0,1,0,2,3,0.67,2,2,4,4,1,0,2,1,24,14.6,"Michael Jordan","Regular Season"
48,"2003-02-01","WAS","","NOH","W",1,"44:00",18,33,0.55,0,0,NA,9,10,0.9,1,2,3,6,1,1,2,5,45,31.9,"Michael Jordan","Regular Season"
49,"2003-02-04","WAS","","CLE","W",1,"43:00",13,26,0.5,0,0,NA,1,1,1,0,4,4,8,4,1,2,3,27,22.3,"Michael Jordan","Regular Season"
50,"2003-02-11","WAS","@","SAC","L",1,"31:00",5,19,0.26,0,0,NA,2,2,1,2,5,7,2,0,0,1,0,12,NA,"Michael Jordan","Regular Season"
51,"2003-02-12","WAS","@","LAC","W",1,"39:00",8,24,0.33,0,0,NA,7,9,0.78,2,4,6,12,2,1,2,6,23,17.9,"Michael Jordan","Regular Season"
52,"2003-02-14","WAS","@","UTA","L",1,"29:00",3,12,0.25,0,0,NA,5,5,1,1,1,2,3,0,0,2,0,11,4.9,"Michael Jordan","Regular Season"
53,"2003-02-19","WAS","@","NOH","L",1,"39:00",8,23,0.35,0,0,NA,4,6,0.67,3,3,6,2,0,2,3,0,20,9.1,"Michael Jordan","Regular Season"
54,"2003-02-21","WAS","","NJN","W",1,"43:00",18,30,0.6,0,0,NA,7,8,0.88,0,10,10,3,4,1,1,2,43,NA,"Michael Jordan","Regular Season"
55,"2003-02-23","WAS","","DAL","L",1,"52:00",14,26,0.54,0,0,NA,2,2,1,2,7,9,3,2,1,6,3,30,18.5,"Michael Jordan","Regular Season"
56,"2003-02-25","WAS","@","IND","W",1,"41:00",11,25,0.44,0,0,NA,3,4,0.75,0,6,6,3,1,0,1,2,25,14.6,"Michael Jordan","Regular Season"
57,"2003-02-27","WAS","","HOU","W",1,"50:00",15,26,0.58,0,0,NA,5,7,0.71,0,11,11,6,0,0,3,3,35,25.3,"Michael Jordan","Regular Season"
58,"2003-03-01","WAS","","CHI","W",1,"43:00",7,18,0.39,0,2,0,3,4,0.75,0,8,8,8,0,0,2,2,17,NA,"Michael Jordan","Regular Season"
59,"2003-03-02","WAS","@","MIA","L",1,"39:00",9,27,0.33,0,1,0,3,3,1,1,7,8,2,1,3,0,2,21,12.2,"Michael Jordan","Regular Season"
60,"2003-03-04","WAS","","TOR","L",1,"15:00",2,5,0.4,0,0,NA,0,0,NA,1,2,3,2,0,0,3,1,4,0.6,"Michael Jordan","Regular Season"
61,"2003-03-05","WAS","","LAC","W",1,"24:00",4,14,0.29,0,0,NA,2,2,1,3,6,9,0,0,0,1,2,10,3.9,"Michael Jordan","Regular Season"
62,"2003-03-07","WAS","","MIL","L",1,"43:00",11,24,0.46,0,1,0,5,6,0.83,0,9,9,3,2,0,1,2,27,19.2,"Michael Jordan","Regular Season"
63,"2003-03-09","WAS","@","NYK","L",1,"43:00",13,22,0.59,0,0,NA,13,15,0.87,1,7,8,1,1,0,3,3,39,28.3,"Michael Jordan","Regular Season"
64,"2003-03-11","WAS","","ORL","W",1,"40:00",10,18,0.56,0,0,NA,3,3,1,0,4,4,2,2,0,9,4,23,8.4,"Michael Jordan","Regular Season"
65,"2003-03-14","WAS","@","DET","L",1,"40:00",6,18,0.33,0,0,NA,3,4,0.75,1,4,5,4,2,1,0,2,15,NA,"Michael Jordan","Regular Season"
66,"2003-03-15","WAS","","MIA","W",1,"39:00",9,18,0.5,0,1,0,1,1,1,2,6,8,1,2,2,3,3,19,13.1,"Michael Jordan","Regular Season"
67,"2003-03-18","WAS","","DET","L",1,"50:00",10,25,0.4,0,1,0,3,4,0.75,1,10,11,3,0,0,2,2,23,12.1,"Michael Jordan","Regular Season"
68,"2003-03-21","WAS","@","PHO","L",1,"36:00",4,12,0.33,0,1,0,6,6,1,2,3,5,2,1,1,2,0,14,10.6,"Michael Jordan","Regular Season"
69,"2003-03-23","WAS","@","GSW","L",1,"42:00",11,23,0.48,1,1,1,1,1,1,0,5,5,4,2,0,3,2,24,14.8,"Michael Jordan","Regular Season"
70,"2003-03-25","WAS","@","POR","W",1,"41:00",11,19,0.58,0,0,NA,3,4,0.75,0,5,5,7,2,0,1,4,25,21.5,"Michael Jordan","Regular Season"
71,"2003-03-26","WAS","@","SEA","W",1,"44:00",12,22,0.55,0,0,NA,2,3,0.67,1,9,10,4,2,1,4,3,26,18.7,"Michael Jordan","Regular Season"
72,"2003-03-28","WAS","@","LAL","L",1,"41:00",10,20,0.5,0,0,NA,3,4,0.75,0,0,0,4,1,0,1,1,23,NA,"Michael Jordan","Regular Season"
73,"2003-03-30","WAS","@","DEN","L",1,"37:00",9,23,0.39,0,1,0,1,2,0.5,1,4,5,2,1,0,5,1,19,NA,"Michael Jordan","Regular Season"
74,"2003-04-02","WAS","","SAC","L",1,"42:00",8,17,0.47,0,0,NA,1,2,0.5,0,1,1,4,0,0,1,2,17,9.2,"Michael Jordan","Regular Season"
75,"2003-04-03","WAS","@","ATL","L",1,"43:00",10,23,0.43,0,1,0,2,2,1,1,13,14,7,2,0,0,2,22,20.6,"Michael Jordan","Regular Season"
76,"2003-04-06","WAS","@","BOS","W",1,"47:00",10,22,0.45,1,1,1,4,4,1,2,11,13,7,2,0,2,3,25,NA,"Michael Jordan","Regular Season"
77,"2003-04-08","WAS","@","CLE","W",1,"46:00",10,19,0.53,1,1,1,5,5,1,3,7,10,3,3,1,1,0,26,25.7,"Michael Jordan","Regular Season"
78,"2003-04-09","WAS","","BOS","L",1,"43:00",8,17,0.47,1,2,0.5,4,4,1,0,10,10,1,2,0,1,2,21,16.2,"Michael Jordan","Regular Season"
79,"2003-04-11","WAS","@","MIA","W",1,"40:00",11,26,0.42,0,1,0,3,3,1,1,1,2,4,2,0,1,2,25,15.2,"Michael Jordan","Regular Season"
80,"2003-04-12","WAS","","ATL","L",1,"30:00",8,16,0.5,0,0,NA,1,2,0.5,2,6,8,6,1,1,2,3,17,14.5,"Michael Jordan","Regular Season"
81,"2003-04-14","WAS","","NYK","L",1,"37:00",9,22,0.41,0,3,0,3,3,1,1,7,8,1,1,0,2,1,21,11.3,"Michael Jordan","Regular Season"
82,"2003-04-16","WAS","@","PHI","L",1,"28:00",6,15,0.4,0,0,NA,3,4,0.75,0,4,4,4,0,0,2,0,15,8.5,"Michael Jordan","Regular Season"
1,"1985-04-19","CHI","@","MIL","L",1,"44:00",7,19,0.37,0,1,0,9,10,0.9,1,3,4,10,3,0,1,3,23,21.5,"Michael Jordan","Playoffs"
2,"1985-04-21","CHI","@","MIL","L",1,"43:00",9,17,0.53,1,4,0.25,11,12,0.92,1,3,4,12,2,0,7,5,30,24.3,"Michael Jordan","Playoffs"
3,"1985-04-24","CHI","","MIL","W",1,"42:00",12,26,0.46,0,1,0,11,16,0.69,3,5,8,7,4,1,3,4,35,28.2,"Michael Jordan","Playoffs"
4,"1985-04-26","CHI","","MIL","L",1,"42:00",6,16,0.38,0,2,0,17,20,0.85,2,5,7,5,2,3,4,3,29,24.3,"Michael Jordan","Playoffs"
1,"1986-04-17","CHI","@","BOS","L",1,"43:00",18,36,0.5,0,0,NA,13,15,0.87,0,4,4,2,2,1,5,3,49,29.3,"Michael Jordan","Playoffs"
2,"1986-04-20","CHI","@","BOS","L",1,"53:00",22,41,0.54,0,0,NA,19,21,0.9,1,4,5,6,3,2,4,4,NA,NA,"Michael Jordan","Playoffs"
3,"1986-04-22","CHI","","BOS","L",1,"39:00",8,18,0.44,1,1,1,2,3,0.67,4,6,10,9,2,1,5,6,19,15.4,"Michael Jordan","Playoffs"
1,"1987-04-23","CHI","@","BOS","L",1,"44:00",12,25,0.48,0,1,0,11,11,1,0,6,6,7,4,2,2,4,35,30.8,"Michael Jordan","Playoffs"
2,"1987-04-26","CHI","@","BOS","L",1,"45:00",14,29,0.48,2,3,0.67,12,14,0.86,1,3,4,4,0,4,4,3,42,28.5,"Michael Jordan","Playoffs"
3,"1987-04-28","CHI","","BOS","L",1,"39:00",9,30,0.3,0,1,0,12,14,0.86,6,5,11,7,2,1,2,4,30,21.5,"Michael Jordan","Playoffs"
1,"1988-04-28","CHI","","CLE","W",1,"44:00",19,35,0.54,0,0,NA,12,12,1,1,6,7,2,2,2,5,3,50,34.2,"Michael Jordan","Playoffs"
2,"1988-05-01","CHI","","CLE","W",1,"44:00",NA,45,NA,0,0,NA,7,7,1,3,3,6,3,4,1,1,4,55,NA,"Michael Jordan","Playoffs"
3,"1988-05-03","CHI","@","CLE","L",1,"44:00",12,25,0.48,0,0,NA,14,15,0.93,2,3,5,9,2,1,4,5,38,30.2,"Michael Jordan","Playoffs"
4,"1988-05-05","CHI","@","CLE","L",1,"42:00",18,25,0.72,0,0,NA,8,9,0.89,2,3,5,4,4,2,4,6,44,37.4,"Michael Jordan","Playoffs"
5,"1988-05-08","CHI","","CLE","W",1,"43:00",12,22,0.55,0,0,NA,15,18,0.83,1,3,4,6,2,2,7,4,39,27.8,"Michael Jordan","Playoffs"
6,"1988-05-10","CHI","@","DET","L",1,"40:00",10,22,0.45,0,1,0,9,10,0.9,5,6,11,6,0,1,5,4,29,20.8,"Michael Jordan","Playoffs"
7,"1988-05-12","CHI","@","DET","W",1,"44:00",14,22,0.64,0,0,NA,8,10,0.8,4,7,11,1,1,1,2,5,36,28.7,"Michael Jordan","Playoffs"
8,"1988-05-14","CHI","","DET","L",1,"38:00",8,20,0.4,0,0,NA,8,9,0.89,1,6,7,3,1,1,5,3,24,12.9,"Michael Jordan","Playoffs"
9,"1988-05-15","CHI","","DET","L",1,"45:00",11,22,0.5,0,0,NA,1,2,0.5,2,5,7,5,6,0,3,0,23,NA,"Michael Jordan","Playoffs"
10,"1988-05-18","CHI","@","DET","L",1,"43:00",10,22,0.45,1,2,0.5,4,7,0.57,2,6,8,8,2,0,3,4,25,18.6,"Michael Jordan","Playoffs"
1,"1989-04-28","CHI","@","CLE","W",1,"40:00",12,21,0.57,0,1,0,7,8,0.88,0,5,5,11,4,1,6,5,31,26.6,"Michael Jordan","Playoffs"
2,"1989-04-30","CHI","@","CLE","L",1,"44:00",10,22,0.45,0,1,0,10,10,1,3,2,5,10,2,0,7,2,30,22.5,"Michael Jordan","Playoffs"
3,"1989-05-03","CHI","","CLE","W",1,"39:00",18,34,0.53,1,1,1,7,9,0.78,2,5,7,10,5,1,5,4,44,35.6,"Michael Jordan","Playoffs"
4,"1989-05-05","CHI","","CLE","L",1,"43:00",14,28,0.5,0,1,0,22,27,0.81,0,3,3,4,3,0,1,6,50,NA,"Michael Jordan","Playoffs"
5,"1989-05-07","CHI","@","CLE","W",1,"44:00",17,32,0.53,1,1,1,9,13,0.69,3,6,9,6,1,0,2,3,44,32.7,"Michael Jordan","Playoffs"
6,"1989-05-09","CHI","@","NYK","W",1,"46:00",11,17,0.65,1,2,0.5,11,11,1,2,8,10,12,2,0,6,5,34,32.7,"Michael Jordan","Playoffs"
7,"1989-05-11","CHI","@","NYK","L",1,"34:00",7,17,0.41,0,2,0,1,4,0.25,2,6,8,3,1,0,1,4,15,8.4,"Michael Jordan","Playoffs"
8,"1989-05-13","CHI","","NYK","W",1,"39:00",14,25,0.56,1,2,0.5,11,13,0.85,2,13,15,9,6,1,3,3,40,NA,"Michael Jordan","Playoffs"
9,"1989-05-14","CHI","","NYK","W",1,"42:00",12,18,0.67,0,1,0,23,28,0.82,0,11,11,6,1,2,6,3,47,39.9,"Michael Jordan","Playoffs"
10,"1989-05-16","CHI","@","NYK","L",1,"43:00",13,30,0.43,1,3,0.33,11,15,0.73,5,3,8,10,5,1,3,2,38,33.9,"Michael Jordan","Playoffs"
11,"1989-05-19","CHI","","NYK","W",1,"45:00",14,22,0.64,1,3,0.33,11,12,0.92,1,4,5,10,0,4,6,3,40,34.3,"Michael Jordan","Playoffs"
12,"1989-05-21","CHI","@","DET","W",1,"45:00",10,29,0.34,2,6,0.33,10,13,0.77,2,9,11,4,0,0,3,5,32,16.4,"Michael Jordan","Playoffs"
13,"1989-05-23","CHI","@","DET","L",1,"38:00",9,20,0.45,0,2,0,9,11,0.82,1,3,4,4,2,1,4,5,27,16.9,"Michael Jordan","Playoffs"
14,"1989-05-27","CHI","","DET","W",1,"45:00",16,26,0.62,0,3,0,14,15,0.93,3,4,7,5,5,0,2,2,46,42.8,"Michael Jordan","Playoffs"
15,"1989-05-29","CHI","","DET","L",1,"43:00",5,15,0.33,1,3,0.33,12,17,0.71,0,2,2,4,1,0,1,5,23,13.9,"Michael Jordan","Playoffs"
16,"1989-05-31","CHI","@","DET","L",1,"46:00",4,8,0.5,0,1,0,10,11,0.91,0,5,5,9,1,0,4,3,18,17.2,"Michael Jordan","Playoffs"
17,"1989-06-02","CHI","","DET","L",1,"42:00",13,26,0.5,1,2,0.5,5,12,0.42,0,4,4,13,3,2,8,5,32,20.9,"Michael Jordan","Playoffs"
1,"1990-04-27","CHI","","MIL","W",1,"44:00",15,27,0.56,0,1,0,8,11,0.73,1,7,8,7,2,1,7,4,38,25.7,"Michael Jordan","Playoffs"
2,"1990-04-29","CHI","","MIL","W",1,"44:00",12,21,0.57,0,0,NA,12,14,0.86,1,8,9,11,5,1,5,5,36,34.8,"Michael Jordan","Playoffs"
3,"1990-05-01","CHI","@","MIL","L",1,"46:00",20,35,0.57,1,5,0.2,7,9,0.78,2,7,9,5,1,2,5,4,48,33.5,"Michael Jordan","Playoffs"
